Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
3.791069,,Cancel,278185691,,,-8000,,,
3.799586,,Cancel,7078581,,,-10000,,,
3.799586,,Cancel,7078582,,,-10000,,,
3.799586,,Insert,7078583,1,A,10000,124700,G,
3.799586,,Insert,7078584,1,B,10000,123500,G,
3.80162,,Insert,278186495,0,B,1000,123700,G,
3.826532,,Insert,278186839,0,B,8000,124000,G,
3.826534,,Insert,278186843,0,A,1000,125700,G,
3.851685,,Insert,278187367,0,A,2000,124300,G,
3.851708,,Cancel,278166739,,,-1000,,,
3.851734,,Insert,278187371,0,A,1000,168100,G,
3.85176,,Insert,278187375,0,B,1000,80100,G,
3.904512,,Cancel,278151895,,,-400,,,
3.910463,,Cancel,278187367,,,-2000,,,
3.910469,,Cancel,278180135,,,-8000,,,
3.910472,,Cancel,278180131,,,-1000,,,
3.910478,,Insert,278188119,0,B,1000,124100,G,
3.910482,,Insert,278188127,0,B,1000,124100,G,
3.910527,,Cancel,278186843,,,-1000,,,
3.910561,,Cancel,278185595,,,-2000,,,
3.910561,,Insert,278188167,0,B,2000,90300,G,
3.91068,,Cancel,278185599,,,-2000,,,
3.910751,,Cancel,278180007,,,-1000,,,
3.910819,,Insert,278188227,0,B,1000,124100,G,
3.911011,,Cancel,278183335,,,-1000,,,
3.911129,,Cancel,278179727,,,-1000,,,
3.911184,,Cancel,278181071,,,-3000,,,
3.911186,,Cancel,278179919,,,-680,,,
3.911241,,Insert,278188319,0,B,8000,124100,G,
3.911274,,Insert,278188335,0,B,1000,124100,G,
3.911286,,Insert,278188343,0,B,680,124100,G,
3.91176,,Cancel,278188343,,,-680,,,
3.912355,,Cancel,278188335,,,-1000,,,
3.918707,,Insert,278188779,0,A,680,124200,G,
3.918715,,Cancel,278188319,,,-8000,,,
3.918743,,Cancel,278188227,,,-1000,,,
3.91887,,Insert,278188787,0,A,1000,124200,G,
3.918876,,Insert,278188791,0,B,8000,124100,G,
3.91905,,Cancel,278188779,,,-680,,,
3.919297,,Cancel,278188787,,,-1000,,,
3.919552,,Insert,278188819,0,A,680,124200,G,
3.919769,,Insert,278188823,0,A,1000,124200,G,
3.920828,,Cancel,278188819,,,-680,,,
3.920831,,Cancel,278188823,,,-1000,,,
3.924928,,Insert,278188919,0,A,680,124200,G,
3.92679,,Insert,278188959,0,A,1000,124200,G,
3.930757,,Cancel,278188959,,,-1000,,,
3.93079,,Cancel,278188919,,,-680,,,
3.930791,,Insert,278189051,0,B,680,124100,G,
3.932389,,Insert,278189083,0,B,1000,124100,G,
3.935851,,Cancel,278189051,,,-680,,,
3.936212,,Cancel,278189083,,,-1000,,,
3.954001,,Cancel,278180827,,,-1000,,,
3.959186,,Insert,5033620,1,A,120,126100,G,
4.037997,,Insert,278190915,0,B,1000,122600,G,
4.061244,,Insert,278191527,0,A,2000,124400,G,
4.070001,,Insert,278191755,0,B,680,124100,G,
4.070041,,Insert,278191767,0,B,1000,124100,G,
4.07005,,Insert,278191775,0,A,1000,125800,G,
4.070236,,Insert,278191779,0,B,1000,124100,G,
4.071319,,Insert,278191859,0,B,1000,124100,G,
4.074495,,Cancel,7078583,,,-9937,,,
4.074495,,Cancel,7078584,,,-10000,,,
4.074495,,Insert,7078585,1,A,10000,124800,G,
4.074495,,Insert,7078586,1,B,10000,123600,G,
4.103791,,Cancel,278179787,,,-2000,,,
4.103791,,Insert,278192379,0,B,2000,123800,G,
4.103797,,Cancel,278181627,,,-2000,,,
4.103798,,Cancel,278184047,,,-1000,,,
4.10383,,Cancel,278184043,,,-1000,,,
4.103834,,Insert,278192403,0,B,1000,124100,G,
4.104016,,Cancel,278191527,,,-2000,,,
4.104156,,Insert,278192483,0,B,1000,124100,G,
4.1042,,Cancel,278179403,,,-2000,,,
4.104244,,Cancel,278178047,,,-1000,,,
4.105113,,Insert,278192579,0,A,2000,124600,G,
4.106869,,Cancel,278192579,,,-2000,,,
4.106936,,Cancel,278180931,,,-1000,,,
4.107356,,Cancel,278180475,,,-1000,,,
4.10736,,Insert,278192687,0,B,1000,123800,G,
4.107439,,Insert,5595455,0,B,780,124200,F,
4.107466,,Insert,5595456,0,B,240,124200,F,
4.10747,,Insert,278192707,0,A,4000,124400,G,
4.107478,,Insert,278192719,0,B,1000,124200,G,
4.107492,,Insert,278192727,0,B,1000,124200,G,
4.107492,,Insert,278192731,0,B,250,124100,G,
4.107493,,Cancel,278192483,,,-1000,,,
4.1075,,Insert,278192739,0,B,2000,124200,G,
4.107511,,Insert,278192747,0,B,3000,124000,G,
4.107512,,Cancel,278183247,,,-3000,,,
4.107514,,Insert,278192755,0,B,1000,124200,G,
4.107516,,Cancel,278177731,,,-1000,,,
4.107522,,Insert,278192775,0,B,1000,124100,G,
4.107522,,Cancel,278178567,,,-2000,,,
4.107529,,Insert,278192779,0,A,2000,125200,G,
4.107529,,Insert,278192783,0,A,1000,124900,G,
4.107529,,Cancel,278183087,,,-2000,,,
4.107529,,Insert,278192787,0,A,2000,158700,G,
4.107534,,Insert,278192791,0,B,1000,124200,G,
4.107569,,Cancel,278188167,,,-2000,,,
4.107569,,Insert,278192811,0,B,2000,90400,G,
4.107634,,Insert,278192843,0,A,1000,124300,G,
4.107769,,Cancel,278192755,,,-1000,,,
4.108626,,Insert,278193011,0,B,1000,123900,G,
4.111527,,Cancel,278192731,,,-250,,,
4.11279,,Cancel,278192739,,,-2000,,,
4.112793,,Cancel,278192719,,,-1000,,,
4.112793,,Cancel,278192727,,,-1000,,,
4.112816,,Cancel,278192791,,,-1000,,,
4.11286,,Insert,278193055,0,B,1000,124200,G,
4.115807,,Cancel,278177875,,,-8000,,,
4.116069,,Cancel,278192403,,,-1000,,,
4.116073,,Insert,278193147,0,B,1000,124200,G,
4.116143,,Insert,278193151,0,B,1000,124200,G,
4.116165,,Cancel,278177767,,,-670,,,
4.116167,,Insert,278193155,0,B,680,124200,G,
4.116823,,Cancel,278193155,,,-680,,,
4.116825,,Insert,278193179,0,A,680,124300,G,
4.116847,,Cancel,278193151,,,-1000,,,
4.117557,,Cancel,278193147,,,-1000,,,
4.1177,,Insert,278193211,0,A,8000,124300,G,
4.117952,,Cancel,278193055,,,-1000,,,
4.117956,,Insert,278193231,0,A,1000,124300,G,
4.117982,,Insert,278193239,0,B,2000,123200,G,
4.11839,,Insert,278193259,0,B,1000,124100,G,
4.121707,,Cancel,278193179,,,-680,,,
4.121713,,Insert,278193343,0,B,1000,124200,G,
4.121732,,Cancel,278193231,,,-1000,,,
4.121747,,Cancel,278193211,,,-8000,,,
4.121772,,Insert,278193355,0,B,680,124200,G,
4.121816,,Cancel,278192843,,,-1000,,,
4.121825,,Cancel,278193239,,,-2000,,,
4.121992,,Insert,278193479,0,A,2000,125300,G,
4.122061,,Insert,278193519,0,A,1000,124400,G,
4.122163,,Insert,278193619,0,B,1000,124200,G,
4.122195,,Cancel,278191775,,,-1000,,,
4.122218,,Insert,278193667,0,B,1000,124200,G,
4.122328,,Cancel,278177247,,,-8000,,,
4.122341,,Cancel,278193519,,,-1000,,,
4.122365,,Cancel,278190915,,,-1000,,,
4.122383,,Insert,278193839,0,B,2000,124200,G,
4.122422,,Cancel,278179055,,,-1000,,,
4.122422,,Insert,278193875,0,B,1000,124200,G,
4.12244,,Cancel,278169159,,,-1000,,,
4.122451,,Cancel,278193839,,,-2000,,,
4.122479,,Insert,278193927,0,B,8000,124200,G,
4.122489,,Insert,278193935,0,A,1000,125000,G,
4.122489,,Insert,278193943,0,B,20,124200,G,
4.122495,,Insert,278193951,0,A,1000,124400,G,
4.12252,,Cancel,278193875,,,-1000,,,
4.122579,,Cancel,278193951,,,-1000,,,
4.122624,,Cancel,278193935,,,-1000,,,
4.122626,,Cancel,278192787,,,-2000,,,
4.122626,,Insert,278194071,0,A,2000,158800,G,
4.122655,,Insert,278194087,0,A,1000,124400,G,
4.122679,,Cancel,278177851,,,-2000,,,
4.122679,,Cancel,278192707,,,-4000,,,
4.122697,,Insert,278194131,0,B,1000,124300,G,
4.122734,,Cancel,278192747,,,-3000,,,
4.122739,,Insert,278194171,0,B,3000,124100,G,
4.122751,,Cancel,278194087,,,-1000,,,
4.122758,,Cancel,278194071,,,-2000,,,
4.122758,,Insert,278194191,0,A,2000,158700,G,
4.122822,,Insert,278194279,0,A,1000,125000,G,
4.122833,,Insert,278194283,0,A,1000,124400,G,
4.122849,,Cancel,278194283,,,-1000,,,
4.122893,,Cancel,278194131,,,-1000,,,
4.122908,,Cancel,278192811,,,-2000,,,
4.122908,,Insert,278194347,0,B,2000,90500,G,
4.122911,,Cancel,278194191,,,-2000,,,
4.122911,,Insert,278194359,0,A,2000,158800,G,
4.122969,,Cancel,278194359,,,-2000,,,
4.122969,,Insert,278194383,0,A,2000,158700,G,
4.123089,,Cancel,278179143,,,-1000,,,
4.12312,,Insert,278194479,0,A,1000,124400,G,
4.123123,,Cancel,278194347,,,-2000,,,
4.123123,,Insert,278194491,0,B,2000,90400,G,
4.123144,,Cancel,278176431,,,-2000,,,
4.123144,,Cancel,278176419,,,-2000,,,
4.123166,,Cancel,278177647,,,-2000,,,
4.123166,,Insert,278194515,0,B,2000,123900,G,
4.1232,,Cancel,278194383,,,-2000,,,
4.1232,,Insert,278194567,0,A,2000,158800,G,
4.123226,,Insert,278194599,0,A,1000,124400,G,
4.123236,,Insert,278194619,0,B,8000,124300,G,
4.123409,,Cancel,278194491,,,-2000,,,
4.123409,,Insert,278194783,0,B,2000,90500,G,
4.123589,,Insert,278194883,0,B,2000,123300,G,
4.123592,,Insert,278194887,0,A,2000,124700,G,
4.123708,,Cancel,278194883,,,-2000,,,
4.123978,,Insert,278195039,0,A,1000,124700,G,
4.124037,,Cancel,278194887,,,-2000,,,
4.127881,,Cancel,278194619,,,-8000,,,
4.127913,,Insert,278195543,0,B,2000,123300,G,
4.127913,,Insert,278195547,0,A,2000,124500,G,
4.129949,,Cancel,278193259,,,-1000,,,
4.129952,,Insert,278195635,0,B,1000,124200,G,
4.130092,,Cancel,278194783,,,-2000,,,
4.130092,,Insert,278195647,0,B,2000,90400,G,
4.132274,,Insert,278195787,0,B,1000,124300,G,
4.132352,,Cancel,278195647,,,-2000,,,
4.132352,,Insert,278195807,0,B,2000,90500,G,
4.132507,,Cancel,278195543,,,-2000,,,
4.132689,,Cancel,278193943,,,-20,,,
4.134923,,Cancel,278195787,,,-1000,,,
4.134954,,Insert,278195919,0,B,2000,123300,G,
4.134997,,Cancel,278195807,,,-2000,,,
4.134997,,Insert,278195923,0,B,2000,90400,G,
4.142804,,Insert,278196263,0,A,2000,124700,G,
4.159905,,Insert,278196767,0,A,1000,124500,G,
4.159929,,Cancel,278187375,,,-1000,,,
4.15993,,Cancel,278187371,,,-1000,,,
4.172229,,Insert,278196887,0,A,8000,124400,G,
4.172258,,Insert,278196903,0,B,1000,80300,G,
4.172272,,Insert,278196907,0,A,1000,124400,G,
4.172286,,Insert,278196911,0,A,1000,168300,G,
4.172332,,Cancel,278194279,,,-1000,,,
4.172339,,Cancel,278193667,,,-1000,,,
4.172435,,Insert,278196935,0,A,1000,125000,G,
4.172453,,Cancel,278194567,,,-2000,,,
4.172453,,Insert,278196943,0,A,2000,158700,G,
4.172457,,Insert,278196947,0,A,1000,124400,G,
4.17254,,Insert,278196959,0,A,1000,124300,G,
4.17254,,Cancel,278196935,,,-1000,,,
4.172565,,Cancel,278195547,,,-2000,,,
4.172565,,Cancel,278196767,,,-1000,,,
4.172567,,Cancel,278196943,,,-2000,,,
4.172567,,Insert,278196963,0,A,2000,158800,G,
4.172573,,Insert,278196967,0,A,3000,124500,G,
4.172616,,Cancel,278196963,,,-2000,,,
4.172616,,Insert,278196979,0,A,2000,158700,G,
4.172812,,Cancel,278196959,,,-1000,,,
4.179056,,Cancel,278191767,,,-1000,,,
4.179057,,Cancel,278196907,,,-1000,,,
4.179086,,Insert,278197143,0,A,2000,124500,G,
4.179626,,Cancel,278196979,,,-2000,,,
4.179626,,Insert,278197171,0,A,2000,158800,G,
4.179652,,Cancel,278196947,,,-1000,,,
4.188067,,Insert,278197235,0,B,1000,122700,G,
4.200513,,Insert,278197575,0,A,1000,124500,G,
4.225634,,Insert,278197815,0,A,1000,125000,G,
4.22569,,Insert,278197819,0,A,1000,124400,G,
4.22576,,Insert,278197823,0,A,1000,125900,G,
4.23043,,Cancel,278197815,,,-1000,,,
4.230555,,Cancel,278197171,,,-2000,,,
4.230555,,Insert,278197891,0,A,2000,158700,G,
4.241865,,Cancel,278197819,,,-1000,,,
4.24199,,Cancel,278196263,,,-2000,,,
4.242057,,Insert,278198123,0,A,1000,125000,G,
4.242178,,Cancel,278197891,,,-2000,,,
4.242178,,Insert,278198167,0,A,2000,158800,G,
4.242698,,Insert,278198323,0,B,1000,124300,G,
4.242773,,Cancel,278195923,,,-2000,,,
4.242773,,Insert,278198331,0,B,2000,90500,G,
4.242796,,Cancel,278195919,,,-2000,,,
4.24988,,Cancel,278196887,,,-8000,,,
4.249929,,Cancel,278194479,,,-1000,,,
4.258313,,Insert,278198803,0,B,8000,124300,G,
4.25842,,Insert,278198839,0,B,1000,124300,G,
4.258517,,Cancel,278197235,,,-1000,,,
4.258526,,Insert,278198855,0,B,1000,122800,G,
4.258604,,Insert,278198859,0,B,1000,124300,G,
4.258943,,Cancel,278195039,,,-1000,,,
4.258977,,Cancel,278194599,,,-1000,,,
4.259343,,Cancel,278165431,,,-1000,,,
4.259452,,Insert,278198911,0,B,2000,124000,G,
4.259613,,Cancel,278198859,,,-1000,,,
4.259782,,Cancel,278198911,,,-2000,,,
4.260186,,Cancel,278169135,,,-660,,,
4.260808,,Insert,278199071,0,B,2000,124000,G,
4.261358,,Insert,278199083,0,A,2000,125300,G,
4.261361,,Cancel,278196967,,,-3000,,,
4.261496,,Insert,278199099,0,B,680,124300,G,
4.261564,,Cancel,278199099,,,-680,,,
4.261602,,Insert,278199115,0,B,1000,124300,G,
4.261748,,Insert,278199127,0,B,680,124300,G,
4.261769,,Insert,278199135,0,B,1000,124300,G,
4.261864,,Cancel,278165419,,,-1000,,,
4.261933,,Insert,278199175,0,A,2000,125400,G,
4.26206,,Insert,278199199,0,A,1000,124400,G,
4.262088,,Cancel,278199127,,,-680,,,
4.26209,,Insert,278199207,0,A,3000,124600,G,
4.262161,,Cancel,278199175,,,-2000,,,
4.262322,,Cancel,278199199,,,-1000,,,
4.262355,,Insert,278199243,0,A,1000,124500,G,
4.262401,,Insert,278199275,0,A,2000,125400,G,
4.262421,,Cancel,278198167,,,-2000,,,
4.262421,,Insert,278199283,0,A,2000,158900,G,
4.262425,,Insert,278199287,0,A,1000,125100,G,
4.262443,,Insert,278199299,0,A,1000,124500,G,
4.262486,,Cancel,278199283,,,-2000,,,
4.262486,,Insert,278199307,0,A,2000,158800,G,
4.262528,,Cancel,278199287,,,-1000,,,
4.262635,,Insert,278199323,0,A,1000,124400,G,
4.263093,,Cancel,278199275,,,-2000,,,
4.270103,,Insert,278199551,0,B,680,124300,G,
4.27014,,Cancel,278199299,,,-1000,,,
4.271057,,Cancel,278199551,,,-680,,,
4.271086,,Cancel,278199071,,,-2000,,,
4.271113,,Cancel,278199115,,,-1000,,,
4.27146,,Insert,278199619,0,B,2000,124000,G,
4.27918,,Cancel,278199619,,,-2000,,,
4.282037,,Cancel,278199135,,,-1000,,,
4.282873,,Cancel,278198839,,,-1000,,,
4.287303,,Insert,278199903,0,B,680,124300,G,
4.287553,,Insert,278199923,0,B,1000,124300,G,
4.28763,,Insert,278199927,0,B,2000,124000,G,
4.28892,,Insert,278199995,0,B,1000,124300,G,
4.290702,,Cancel,278199323,,,-1000,,,
4.290991,,Insert,278200071,0,A,2000,125400,G,
4.295868,,Insert,278200191,0,A,1000,124400,G,
4.295891,,Cancel,278196911,,,-1000,,,
4.295894,,Cancel,278199903,,,-680,,,
4.29592,,Cancel,278200071,,,-2000,,,
4.295945,,Insert,278200195,0,A,1000,168400,G,
4.296428,,Cancel,278199927,,,-2000,,,
4.296453,,Cancel,278199995,,,-1000,,,
4.299605,,Insert,278200287,0,B,2000,124000,G,
4.306609,,Insert,278200351,0,B,680,124300,G,
4.310072,,Cancel,278200287,,,-2000,,,
4.310403,,Insert,278200447,0,B,2000,124000,G,
4.3107,,Cancel,278200447,,,-2000,,,
4.311023,,Insert,278200471,0,B,2000,124000,G,
4.311317,,Cancel,278200351,,,-680,,,
4.311324,,Cancel,278200471,,,-2000,,,
4.311615,,Insert,278200491,0,B,2000,124000,G,
4.311881,,Cancel,278200491,,,-2000,,,
4.312167,,Insert,278200503,0,B,2000,124000,G,
4.312438,,Cancel,278200503,,,-2000,,,
4.312731,,Insert,278200511,0,B,2000,124000,G,
4.313001,,Cancel,278200511,,,-2000,,,
4.313294,,Insert,278200523,0,B,2000,124000,G,
4.313556,,Insert,278200527,0,B,680,124300,G,
4.313583,,Insert,278200531,0,B,1000,124300,G,
4.350324,,Cancel,278200191,,,-1000,,,
4.350347,,Cancel,278176735,,,-1000,,,
4.350653,,Insert,278200875,0,A,2000,125400,G,
4.350678,,Insert,278200879,0,B,1000,94900,G,
4.351874,,Cancel,278163239,,,-1000,,,
4.351874,,Insert,278201099,0,B,1000,124300,G,
4.351973,,Cancel,278201099,,,-1000,,,
4.352019,,Cancel,278167143,,,-1000,,,
4.352075,,Insert,278201203,0,B,1000,124300,G,
4.35222,,Insert,278201247,0,B,1000,124300,G,
4.35229,,Insert,278201287,0,A,1000,125100,G,
4.352354,,Insert,278201335,0,A,1000,124500,G,
4.352393,,Cancel,278201203,,,-1000,,,
4.352417,,Cancel,278199307,,,-2000,,,
4.352417,,Insert,278201351,0,A,2000,158900,G,
4.352423,,Cancel,278180991,,,-1000,,,
4.352423,,Insert,278201355,0,B,1000,124200,G,
4.352468,,Cancel,278201335,,,-1000,,,
4.35258,,Insert,278201395,0,B,1000,124000,G,
4.354131,,Cancel,278177383,,,-1000,,,
4.355487,,Insert,278201623,0,A,1000,129400,G,
4.355904,,Cancel,278201395,,,-1000,,,
4.356595,,Insert,278201643,0,A,1000,125000,G,
4.358508,,Insert,278201659,0,B,2000,124000,G,
4.358509,,Cancel,278197143,,,-2000,,,
4.358509,,Cancel,278197575,,,-1000,,,
4.358519,,Cancel,278166127,,,-2000,,,
4.358544,,Cancel,278195635,,,-1000,,,
4.358548,,Insert,278201675,0,A,1000,124600,G,
4.358583,,Cancel,278197823,,,-1000,,,
4.358591,,Cancel,278163031,,,-1000,,,
4.358715,,Insert,278201691,0,B,1000,124300,G,
4.358782,,Cancel,278199243,,,-1000,,,
4.358923,,Cancel,278166007,,,-2000,,,
4.359056,,Insert,278201723,0,B,1000,124400,G,
4.35909,,Insert,278201727,0,B,3000,124200,G,
4.35909,,Cancel,278194171,,,-3000,,,
4.359132,,Cancel,278198331,,,-2000,,,
4.359132,,Insert,278201735,0,B,2000,90600,G,
4.359173,,Cancel,278163235,,,-2000,,,
4.361204,,Cancel,278201723,,,-1000,,,
4.361234,,Insert,278201835,0,B,2000,123400,G,
4.361278,,Cancel,278201735,,,-2000,,,
4.361278,,Insert,278201839,0,B,2000,90500,G,
4.37992,,Insert,5033621,1,B,98,124800,G,
4.398024,,Insert,278202147,0,A,1000,126000,G,
4.398077,,Insert,278202151,0,A,1000,124500,G,
4.412686,,Cancel,7078585,,,-9996,,,
4.412686,,Cancel,7078586,,,-10000,,,
4.412686,,Insert,7078587,1,A,10000,125000,G,
4.412686,,Insert,7078588,1,B,10000,123800,G,
4.467732,,Insert,278202935,0,A,2000,125400,G,
4.483991,,Cancel,278201355,,,-1000,,,
4.487619,,Insert,278203079,0,A,1000,124500,G,
4.487658,,Insert,278203091,0,A,2000,124600,G,
4.48769,,Insert,278203099,0,A,1000,124500,G,
4.487864,,Cancel,278201351,,,-2000,,,
4.487864,,Insert,278203111,0,A,2000,158800,G,
4.487909,,Cancel,278201247,,,-1000,,,
4.488008,,Cancel,278201287,,,-1000,,,
4.488028,,Cancel,278203111,,,-2000,,,
4.488028,,Insert,278203143,0,A,2000,158900,G,
4.488093,,Cancel,278203143,,,-2000,,,
4.488093,,Insert,278203167,0,A,2000,158800,G,
4.488268,,Cancel,278200531,,,-1000,,,
4.496512,,Cancel,278203099,,,-1000,,,
4.496515,,Insert,278203355,0,A,1000,125100,G,
4.49652,,Insert,278203359,0,B,1000,124300,G,
4.496707,,Cancel,278202151,,,-1000,,,
4.49671,,Cancel,278203167,,,-2000,,,
4.49671,,Insert,278203367,0,A,2000,158900,G,
4.505233,,Insert,278203463,0,B,1000,124300,G,
4.507619,,Cancel,278203079,,,-1000,,,
4.507878,,Cancel,278162655,,,-8000,,,
4.508104,,Insert,278203491,0,B,1000,124400,G,
4.50818,,Cancel,278201839,,,-2000,,,
4.50818,,Insert,278203499,0,B,2000,90600,G,
4.508198,,Cancel,278201835,,,-2000,,,
4.508572,,Cancel,278203491,,,-1000,,,
4.508607,,Insert,278203547,0,B,2000,123400,G,
4.50865,,Cancel,278203499,,,-2000,,,
4.50865,,Insert,278203551,0,B,2000,90500,G,
4.550894,,Cancel,278162643,,,-650,,,
4.551178,,Insert,278204087,0,B,1000,124200,G,
4.551203,,Cancel,278162703,,,-1000,,,
4.558907,,Insert,278204195,0,A,690,124500,G,
4.558936,,Insert,278204199,0,A,1000,124500,G,
4.561352,,Cancel,278199207,,,-3000,,,
4.562043,,Cancel,278203551,,,-2000,,,
4.562043,,Insert,278204243,0,B,2000,90600,G,
4.562092,,Cancel,278204243,,,-2000,,,
4.562092,,Insert,278204247,0,B,2000,90500,G,
4.57136,,Insert,278204343,0,A,1000,124500,G,
4.571384,,Cancel,278173383,,,-1000,,,
4.593682,,Insert,278204719,0,A,8000,124500,G,
4.593706,,Cancel,278196903,,,-1000,,,
4.593707,,Insert,278204723,0,A,1000,153900,G,
4.593777,,Cancel,278203463,,,-1000,,,
4.593803,,Insert,278204731,0,B,1000,80400,G,
4.594066,,Cancel,278203355,,,-1000,,,
4.594068,,Insert,278204751,0,A,1000,124400,G,
4.594095,,Cancel,278201675,,,-1000,,,
4.594095,,Cancel,278203091,,,-2000,,,
4.594102,,Insert,278204755,0,A,3000,124700,G,
4.594147,,Cancel,278203367,,,-2000,,,
4.594147,,Insert,278204767,0,A,2000,158800,G,
4.594189,,Cancel,278200875,,,-2000,,,
4.594802,,Cancel,278204751,,,-1000,,,
4.59504,,Insert,278204839,0,A,2000,125400,G,
4.59521,,Insert,278204863,0,B,1000,124300,G,
4.595218,,Insert,278204867,0,A,1000,124800,G,
4.595279,,Insert,278204871,0,A,1000,125100,G,
4.595319,,Cancel,278204767,,,-2000,,,
4.595319,,Insert,278204879,0,A,2000,158900,G,
4.595347,,Cancel,278204087,,,-1000,,,
4.595731,,Cancel,278204867,,,-1000,,,
4.596523,,Cancel,278204863,,,-1000,,,
4.596549,,Cancel,278204871,,,-1000,,,
4.596576,,Insert,278204903,0,A,1000,124500,G,
4.596627,,Cancel,278204879,,,-2000,,,
4.596627,,Insert,278204907,0,A,2000,158800,G,
4.596634,,Cancel,278200523,,,-2000,,,
4.596659,,Cancel,278203359,,,-1000,,,
4.596799,,Cancel,278204907,,,-2000,,,
4.596799,,Insert,278204935,0,A,2000,158900,G,
4.596839,,Insert,278204939,0,A,1000,125100,G,
4.601756,,Insert,278205243,0,A,3000,124600,G,
4.601929,,Insert,278205259,0,A,1000,124500,G,
4.602121,,Cancel,278204939,,,-1000,,,
4.60213,,Insert,278205279,0,A,1000,124400,G,
4.602154,,Cancel,278205243,,,-3000,,,
4.602165,,Insert,278205283,0,A,3000,124600,G,
4.602165,,Cancel,278204755,,,-3000,,,
4.602205,,Cancel,278204935,,,-2000,,,
4.602205,,Insert,278205287,0,A,2000,158800,G,
4.602906,,Cancel,278204839,,,-2000,,,
4.602915,,Cancel,278205279,,,-1000,,,
4.603037,,Insert,278205315,0,A,2000,125400,G,
4.603223,,Insert,278205335,0,B,1000,124300,G,
4.603477,,Insert,278205355,0,A,1000,125100,G,
4.603514,,Insert,278205359,0,A,1000,124800,G,
4.603673,,Cancel,278205287,,,-2000,,,
4.603673,,Insert,278205371,0,A,2000,158900,G,
4.603803,,Cancel,278205359,,,-1000,,,
4.610404,,Cancel,278205355,,,-1000,,,
4.610432,,Insert,278205655,0,A,1000,124500,G,
4.610482,,Cancel,278205371,,,-2000,,,
4.610482,,Insert,278205663,0,A,2000,158800,G,
4.610599,,Cancel,278205663,,,-2000,,,
4.610599,,Insert,278205671,0,A,2000,158900,G,
4.610683,,Insert,278205683,0,A,1000,124400,G,
4.610693,,Cancel,278205671,,,-2000,,,
4.610693,,Insert,278205687,0,A,2000,158800,G,
4.61098,,Cancel,278205683,,,-1000,,,
4.610985,,Cancel,278205315,,,-2000,,,
4.611253,,Insert,278205711,0,A,2000,125400,G,
4.611432,,Insert,278205715,0,A,1000,125100,G,
4.611443,,Insert,278205719,0,A,1000,124800,G,
4.611624,,Cancel,278205687,,,-2000,,,
4.611624,,Insert,278205727,0,A,2000,158900,G,
4.611668,,Cancel,278205715,,,-1000,,,
4.611738,,Cancel,278205719,,,-1000,,,
4.620775,,Insert,278206123,0,A,1000,124400,G,
4.62081,,Cancel,278198803,,,-8000,,,
4.620811,,Cancel,278201691,,,-1000,,,
4.62085,,Cancel,278205727,,,-2000,,,
4.62085,,Insert,278206151,0,A,2000,158800,G,
4.621053,,Cancel,278205711,,,-2000,,,
4.621278,,Cancel,278205335,,,-1000,,,
4.621741,,Cancel,278206123,,,-1000,,,
4.62177,,Insert,278206175,0,A,1000,124600,G,
4.62196,,Insert,278206183,0,A,2000,125400,G,
4.628633,,Insert,278206227,0,A,1000,124400,G,
4.628658,,Cancel,278206175,,,-1000,,,
4.628758,,Cancel,278206183,,,-2000,,,
4.629562,,Cancel,278202147,,,-1000,,,
4.631965,,Cancel,278204343,,,-1000,,,
4.639817,,Cancel,278201659,,,-2000,,,
4.639817,,Insert,278206523,0,B,2000,123000,G,
4.640876,,Insert,278206575,0,B,2000,124000,G,
4.644254,,Cancel,278206575,,,-2000,,,
4.644259,,Cancel,278205259,,,-1000,,,
4.644472,,Cancel,278199923,,,-1000,,,
4.644674,,Insert,278206767,0,A,1000,124400,G,
4.644696,,Cancel,278200527,,,-680,,,
4.644727,,Cancel,278198323,,,-1000,,,
4.644754,,Insert,278206795,0,A,700,124400,G,
4.644929,,Cancel,278205655,,,-1000,,,
4.644931,,Insert,278206859,0,B,1000,123700,G,
4.644934,,Insert,278206863,0,B,2000,123300,G,
4.644935,,Insert,278206867,0,B,1000,124200,G,
4.644939,,Insert,278206871,0,B,1000,124200,G,
4.644939,,Insert,278206875,0,B,1000,123900,G,
4.644977,,Cancel,278204247,,,-2000,,,
4.644977,,Insert,278206887,0,B,2000,90400,G,
4.645131,,Insert,278206919,0,B,1000,124300,G,
4.64514,,Insert,278206931,0,A,1000,124400,G,
4.645156,,Cancel,278206151,,,-2000,,,
4.645156,,Insert,278206943,0,A,2000,158700,G,
4.645159,,Cancel,278206795,,,-700,,,
4.645166,,Cancel,278206931,,,-1000,,,
4.645188,,Cancel,278206863,,,-2000,,,
4.645209,,Cancel,278206887,,,-2000,,,
4.645209,,Insert,278206955,0,B,2000,90500,G,
4.645237,,Cancel,278206943,,,-2000,,,
4.645237,,Insert,278206959,0,A,2000,158800,G,
4.646074,,Insert,278207039,0,B,700,124300,G,
4.646102,,Insert,278207043,0,B,1000,124300,G,
4.649757,,Cancel,278207043,,,-1000,,,
4.649967,,Cancel,278206919,,,-1000,,,
4.649977,,Cancel,278207039,,,-700,,,
4.650177,,Insert,278207251,0,B,2000,123300,G,
4.650409,,Insert,278207279,0,A,1000,124400,G,
4.650433,,Insert,278207287,0,A,700,124400,G,
4.650474,,Cancel,278206955,,,-2000,,,
