2023-03-16 19:55:07.876035 [INFO   ] [APP] application started
2023-03-16 20:02:37.798823 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:02:38.021078 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.021109 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:02:38.021121 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 0; bid volumes: 0
2023-03-16 20:02:38.040244 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.040255 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:02:38.040264 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9000; bid prices: 146800; bid volumes: 13000
2023-03-16 20:02:38.040362 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:02:38.040374 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.040380 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:02:38.040387 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 9908; bid prices: 146300; bid volumes: 10000
2023-03-16 20:02:38.040501 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:02:38.040518 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:02:38.222600 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.222630 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:02:38.222642 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146300; bid volumes: 17
2023-03-16 20:02:38.286106 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.286134 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:02:38.286149 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146800; bid volumes: 13000
2023-03-16 20:02:38.286219 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:02:38.286232 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.286238 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:02:38.286244 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10000; bid prices: 146300; bid volumes: 9983
2023-03-16 20:02:38.286390 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:02:38.286401 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:02:38.612013 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.612055 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:02:38.612068 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 14120; bid prices: 146800; bid volumes: 2000
2023-03-16 20:02:38.612236 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:02:38.612253 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:02:38.612259 [DEBUG  ] [CON] 'Info' received message with type=10 and size=882023-03-16 20:05:10.502179 [INFO   ] [APP] application started
2023-03-16 20:05:10.502219 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-16 20:05:10.502435 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-16 20:05:10.502538 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-16 20:05:10.502581 [INFO   ] [BASE] logging in with teamname='TraderOne' and secret='secret'
2023-03-16 20:05:10.502685 [DEBUG  ] [CON] 'Exec' sent 103 bytes
2023-03-16 20:05:14.925188 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:14.925220 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:14.925253 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 1000; bid prices: 146900; bid volumes: 13000
2023-03-16 20:05:14.925275 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:14.925285 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:14.925292 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-16 20:05:15.128697 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.128730 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.128752 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 5000
2023-03-16 20:05:15.128764 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.128774 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.128778 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-16 20:05:15.388096 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.388131 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.388148 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10400; bid prices: 146300; bid volumes: 1000
2023-03-16 20:05:15.388159 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.388168 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.388183 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-16 20:05:15.722475 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.722577 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:15.722629 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147600; ask volumes: 121; bid prices: 0; bid volumes: 0
2023-03-16 20:05:15.722674 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.722715 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.722755 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9410; bid prices: 146900; bid volumes: 3450
2023-03-16 20:05:15.722796 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.722806 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.722814 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-16 20:05:15.904851 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.904894 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.904909 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 5000
2023-03-16 20:05:15.908577 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-16 20:05:15.908683 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.908730 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:15.908749 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-16 20:05:15.908761 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:15.913967 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-16 20:05:15.913996 [DEBUG  ] [CON] 'Exec' received message with type=3 and size=57
2023-03-16 20:05:15.914196 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:15.914210 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:15.914219 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-16 20:05:15.914334 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:15.914365 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:16.157616 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.157659 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.157672 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1000; bid prices: 147100; bid volumes: 1000
2023-03-16 20:05:16.157836 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:16.157857 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.157864 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.157869 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146600; bid volumes: 10000
2023-03-16 20:05:16.159815 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:16.159844 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:16.401809 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.401839 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.401850 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 147000; bid volumes: 900
2023-03-16 20:05:16.401954 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:16.401964 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.401967 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.401972 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146500; bid volumes: 10000
2023-03-16 20:05:16.404196 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:16.404216 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:16.682706 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.682736 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.682747 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 20; bid prices: 147000; bid volumes: 5640
2023-03-16 20:05:16.682911 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:16.682925 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.682932 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.682939 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-16 20:05:16.683061 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:16.683075 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:16.919075 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.919110 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.919126 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9420; bid prices: 147000; bid volumes: 900
2023-03-16 20:05:16.919349 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:16.919364 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.919370 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:16.919377 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-16 20:05:16.923925 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:16.923959 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:16.923970 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 900
2023-03-16 20:05:16.924115 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:16.924129 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:17.061314 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.061345 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:17.061356 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146900; bid volumes: 500
2023-03-16 20:05:17.149189 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.149215 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.149222 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 13400; bid prices: 146900; bid volumes: 4000
2023-03-16 20:05:17.149336 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:17.149346 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.149349 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.149354 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 10000
2023-03-16 20:05:17.149525 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:17.149536 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:17.426992 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.427028 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:17.427041 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146400; bid volumes: 71
2023-03-16 20:05:17.431181 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.431209 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.431217 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146700; bid volumes: 1000
2023-03-16 20:05:17.431343 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:17.431356 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.431363 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.431371 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146400; bid volumes: 9929
2023-03-16 20:05:17.431846 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:17.431866 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:17.646602 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.646634 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.646645 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146700; bid volumes: 1000
2023-03-16 20:05:17.646743 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:17.646757 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.646763 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.646769 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146200; bid volumes: 10000
2023-03-16 20:05:17.647021 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:17.647039 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:17.914556 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.914589 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.914606 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146700; bid volumes: 1000
2023-03-16 20:05:17.914714 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:17.914728 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:17.914734 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:17.914744 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146200; bid volumes: 10000
2023-03-16 20:05:17.914916 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:17.914932 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:18.198065 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.198097 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.198110 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 1000; bid prices: 146900; bid volumes: 5000
2023-03-16 20:05:18.198195 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:18.198210 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.198216 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.198223 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 146300; bid volumes: 10000
2023-03-16 20:05:18.198844 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:18.198866 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:18.318669 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.318701 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:18.318713 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147000; ask volumes: 1; bid prices: 0; bid volumes: 0
2023-03-16 20:05:18.449446 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.449486 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.449500 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 9000; bid prices: 146800; bid volumes: 13000
2023-03-16 20:05:18.449629 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:18.449643 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.449650 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.449656 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147500; ask volumes: 10000; bid prices: 146300; bid volumes: 10000
2023-03-16 20:05:18.449830 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:18.449845 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:18.571512 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.571547 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:18.571559 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146300; bid volumes: 17
2023-03-16 20:05:18.727291 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.727329 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.727341 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 1400; bid prices: 146700; bid volumes: 12000
2023-03-16 20:05:18.727505 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:18.727523 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.727529 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.727537 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 10000; bid prices: 146200; bid volumes: 10000
2023-03-16 20:05:18.730217 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:18.730253 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:18.885874 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.885903 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.885911 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 13400; bid prices: 146800; bid volumes: 2000
2023-03-16 20:05:18.886067 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:18.886083 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:18.886091 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:18.886098 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147400; ask volumes: 10000; bid prices: 146200; bid volumes: 10000
2023-03-16 20:05:18.886382 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:18.886395 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:19.172383 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:19.172429 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:19.172442 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 13400; bid prices: 146800; bid volumes: 5000
2023-03-16 20:05:19.172679 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:19.172693 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:19.172699 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:19.172707 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146200; bid volumes: 10000
2023-03-16 20:05:19.173693 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:19.173718 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:19.413543 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:19.413573 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:05:19.413585 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146300; bid volumes: 19
2023-03-16 20:05:19.443755 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:19.443795 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:19.443810 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 15130; bid prices: 146800; bid volumes: 2000
2023-03-16 20:05:19.443927 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:19.443942 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:19.443947 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:19.443954 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146300; bid volumes: 9981
2023-03-16 20:05:19.445152 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:19.445172 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:19.651429 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:19.651471 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:19.651485 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 146800; ask volumes: 8400; bid prices: 146600; bid volumes: 3000
2023-03-16 20:05:19.651603 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-16 20:05:19.651616 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:05:19.651622 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:05:19.651629 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 20; bid prices: 146100; bid volumes: 10000
2023-03-16 20:05:19.652819 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-16 20:05:19.652861 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-16 20:05:19.736105 [INFO   ] [APP] application received signal 2, shutting down
2023-03-16 20:05:19.736213 [INFO   ] [CON] 'Info' closing
2023-03-16 20:05:19.736291 [INFO   ] [CON] 'Exec' closing
2023-03-16 20:07:28.532096 [INFO   ] [APP] application started
2023-03-16 20:07:28.532135 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-16 20:07:28.532362 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-16 20:07:28.532454 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-16 20:07:28.532498 [INFO   ] [BASE] logging in with teamname='TraderOne' and secret='secret'
2023-03-16 20:07:28.532617 [DEBUG  ] [CON] 'Exec' sent 103 bytes
2023-03-16 20:07:32.970193 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:32.970224 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:32.970254 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 1000; bid prices: 146900; bid volumes: 13000
2023-03-16 20:07:32.970277 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:32.970287 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:32.970295 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-16 20:07:33.180538 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:33.180565 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:33.180573 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 147000; bid volumes: 1000
2023-03-16 20:07:33.180578 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:33.180581 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:33.180588 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-16 20:07:33.469787 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:33.469817 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:33.469825 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10400; bid prices: 146000; bid volumes: 2000
2023-03-16 20:07:33.469830 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:33.469833 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:33.469836 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-16 20:07:33.692671 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:33.692785 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:33.692831 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9410; bid prices: 146900; bid volumes: 4450
2023-03-16 20:07:33.692870 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:33.692902 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-16 20:07:33.692934 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146400; bid volumes: 10000
2023-03-16 20:07:33.766540 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-16 20:07:33.766572 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-16 20:07:33.766583 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147600; ask volumes: 121; bid prices: 0; bid volumes: 0
2023-03-16 20:07:33.964717 [DEBUG  ] [CON] 'Info' received 88 bytes
